"date" "neer" "usd" "cny" "eur" "jpy"
2008-08-11 84.9405583245602 16435 6.862 1.4893 110.115
2008-08-12 84.2434580053456 16545 6.87 1.4914 109.295
2008-08-13 83.9589502790972 16615 6.862 1.4922 109.495
2008-08-14 84.783434024669 16495 6.8675 1.4801 109.775
2008-08-18 84.4279357573475 16602.5 6.8755 1.4678 110.165
2008-08-19 84.1350157243846 16645 6.8515 1.4782 109.675
2008-08-20 84.6597827037617 16555 6.8596 1.4744 109.855
2008-08-21 84.1083787180929 16585 6.8485 1.4897 108.475
2008-08-25 84.7581823961284 16565 6.853 1.4754 109.305
2008-08-26 85.1249612948896 16555 6.852 1.4644 109.665
2008-08-27 84.8951892432035 16555 6.842 1.4716 109.525
2008-08-28 85.2297525096862 16485 6.833 1.4694 109.465
2008-09-01 85.4247466790126 16495 6.83 1.4587 108.165
2008-09-02 85.7318773296796 16495 6.8375 1.4517 108.605
2008-09-03 85.2936224620117 16585 6.8325 1.4493 108.225
2008-09-04 85.3955767202168 16575 6.8405 1.4243 106.465
2008-09-08 85.2825828413586 16590 6.8465 1.4118 108.165
2008-09-09 85.5627225457915 16535 6.8431 1.4107 106.815
2008-09-10 85.8597507173867 16535 6.845 1.3966 107.785
2008-09-11 85.8559349379537 16525 6.8415 1.4017 107.165
2008-09-15 85.2212912801928 16535 6.853 1.4275 104.375
2008-09-16 85.8098357088043 16535 6.854 1.40965 105.555
2008-09-17 84.8397061190726 16595 6.842 1.4324 104.335
2008-09-18 84.952846354803 16625 6.839 1.4325 105.565
2008-09-22 84.0043148653971 16675 6.8355 1.4798 105.435
2008-09-23 84.3588716381349 16655 6.8165 1.4672 105.805
2008-09-24 85.1601271174471 16545 6.8225 1.4615 106.185
2008-09-25 85.2231099585238 16545 6.8245 1.4618 106.475
2008-09-29 85.5278320223563 16545 6.87 1.44165 103.985
2008-09-30 85.8701274661348 16585 6.848 1.4116 105.995
2008-10-01 85.8262371647286 16585 6.8481 1.4009 105.835
2008-10-02 86.3772281132679 16565 6.848 1.3801 105.355
2008-10-05 86.3111887199671 16590 6.8431 1.3674 105.09
2008-10-06 86.7986865623789 16535 6.8475 1.3484 101.53
2008-10-07 86.5916082981128 16605 6.83 1.36175 101.525
2008-10-08 86.3976529322933 16645 6.818 1.3632 99.135
2008-10-09 86.96733271928 16545 6.8245 1.3598 99.625
2008-10-12 86.6059389247257 16580 6.8345 1.3609 100.53
2008-10-13 86.1995217490195 16585 6.8395 1.35965 102.005
2008-10-14 86.066891274444 16580 6.8355 1.362 102.165
2008-10-15 86.4154911205275 16540 6.8355 1.34615 99.88
2008-10-16 87.2248569671241 16575 6.8382 1.3481 101.675
2008-10-19 86.9257896224839 16600 6.834 1.3403 101.54
2008-10-20 87.0430434159006 16585 6.8344 1.3331 102.115
2008-10-21 86.5590751986243 16705 6.854 1.3055 100.375
2008-10-22 86.5934747812107 16770 6.8395 1.2825 98.015
2008-10-23 86.640879261131 16795 6.85 1.29655 97.995
2008-10-26 86.2969747119655 16838 6.8385 1.2588 93.23
2008-10-27 86.8290792322852 16795 6.84 1.24615 93.235
2008-10-28 87.1027973051179 16785 6.843 1.2817 98.195
2008-10-29 86.1972976782767 16836 6.846 1.29515 97.38
2008-10-30 85.3553974014503 16855 6.843 1.2876 98.635
2008-11-02 85.539758979161 16900 6.839 1.275 98.47
2008-11-03 86.1644960425505 16805 6.842 1.2584 99.265
2008-11-04 85.7430347404288 16825 6.84 1.2995 99.785
2008-11-05 85.8109293126562 16775 6.833 1.2928 97.975
2008-11-06 86.1563080494982 16840 6.8273 1.2679 97.465
2008-11-09 85.4860491527971 16964 6.8255 1.2796 99.08
2008-11-10 86.0307625682037 16845 6.8308 1.27505 98.005
2008-11-11 86.3214343272111 16845 6.8335 1.25115 97.605
2008-11-12 85.7543955863502 16900 6.8343 1.2458 94.625
2008-11-13 85.8606722442511 16970 6.8333 1.27885 97.715
2008-11-16 85.8692016942504 16987 6.822 1.2559 96.35
2008-11-17 85.9868998190712 16975 6.8315 1.2637 96.255
2008-11-18 86.3338460062775 16965 6.8289 1.2638 96.905
2008-11-19 86.3246798335098 16975 6.8345 1.2498 95.755
2008-11-20 86.6762984752204 16930 6.839 1.2455 94.175
2008-11-23 86.4945915473071 16972 6.8302 1.2604 95.92
2008-11-24 86.5896927081914 16915 6.8295 1.2948 97.085
2008-11-25 86.1166851838912 16925 6.827 1.3057 95.295
2008-11-26 86.2708799569558 16905 6.82875 1.2879 95.405
2008-11-27 85.9734564445085 16975 6.8322 1.2895 95.335
2008-11-30 86.1350741947955 16972 6.8254 1.2694 95.53
2008-12-01 85.9231135864793 17005 6.8892 1.2618 93.005
2008-12-02 86.5052459780457 16880 6.8836 1.2728 93.165
2008-12-03 86.0786889222249 16980 6.8795 1.2714 93.315
2008-12-04 86.2855219466785 16925 6.8865 1.2772 92.265
2008-12-07 86.0133440180906 16981 6.8745 1.2733 92.86
2008-12-08 85.23916008602 17042.5 6.882 1.2936 92.925
2008-12-09 85.3803744353478 16980 6.868 1.2923 92.315
2008-12-10 85.3589774350827 16935 6.869 1.3018 92.775
2008-12-11 84.4629674907907 16935 6.8563 1.3348 91.475
2008-12-14 83.8194929328101 17050 6.842 1.3383 90.96
2008-12-15 83.5505344789529 17005 6.853 1.3702 90.595
2008-12-16 82.7984992827504 17005 6.849 1.4048 88.975
2008-12-17 81.9505696536312 16985 6.84 1.4407 87.365
2008-12-18 82.1696353872841 16985 6.84 1.4266 89.575
2008-12-21 82.5224740490361 16989 6.844 1.3919 89.28
2008-12-22 83.0304806142662 16945 6.8485 1.395 90.235
2008-12-23 83.1102891297327 16990 6.853 1.39275 90.885
2008-12-24 81.7676640857161 17200 6.8405 1.40105 90.45
2008-12-25 81.1062197740792 17340 6.8358 1.4015 90.42
2008-12-28 80.4837659738183 17472 6.8409 1.4083 90.62
2008-12-29 80.3320847130943 17490 6.8495 1.3961 90.685
2008-12-30 80.0851778091638 17455 6.8335 1.4111 90.215
2008-12-31 80.0965393883825 17485 6.8275 1.39935 90.685
2009-01-01 80.1387842660518 17483 6.8275 1.40055 90.895
2009-01-04 80.854942527585 17479 6.8225 1.3883 92.13
2009-01-05 81.7540467086993 17415 6.8425 1.3628 93.205
2009-01-06 81.8408629767671 17405 6.83 1.3499 93.435
2009-01-07 83.3416008565346 17025 6.838 1.3657 92.585
2009-01-08 83.1107819176862 17075 6.83625 1.3706 91.205
2009-01-11 81.3404123320902 17476 6.835 1.347 89.94
2009-01-12 81.4163882806325 17480 6.841 1.3366 89.345
2009-01-13 83.8423568650837 17005 6.839 1.3182 89.375
2009-01-14 81.5388398256907 17480 6.839 1.3161 88.925
2009-01-15 83.9407053299067 17025 6.85075 1.3138 89.895
2009-01-18 81.6506843550369 17478 6.8369 1.336 90.98
2009-01-19 82.2599683558727 17420 6.838 1.3063 90.565
2009-01-20 82.4026544372518 17420 6.845 1.2859 89.735
2009-01-21 82.0995816868829 17435 6.844 1.3068 89.375
2009-01-22 82.1529353924325 17420 6.842 1.3017 88.875
2009-01-25 82.0093878540076 17477 6.8392 1.2931 88.33
2009-01-26 81.9018544080383 17475 6.844 1.32075 89.075
2009-01-27 82.2083441040736 17425 6.8442 1.3184 89.135
2009-01-28 82.2238360725231 17425 6.83 1.3152 90.415
2009-01-29 83.1498627697921 17275 6.8442 1.2938 90.045
2009-02-01 82.3176568936026 17484 6.8345 1.2768 89.81
2009-02-02 84.6890839030136 17000 6.852 1.2816 89.385
2009-02-03 82.3117089494241 17440 6.8445 1.3018 89.385
2009-02-04 84.1350694687211 17075 6.8355 1.2835 89.325
2009-02-05 82.6323178418404 17440 6.8405 1.2786 91.125
2009-02-08 82.3013970558988 17484 6.8338 1.296 91.99
2009-02-09 82.4008433790165 17460 6.844 1.3001 91.475
2009-02-10 82.6487518407065 17435 6.83755 1.2908 90.325
2009-02-11 82.6352516729959 17440 6.838 1.2887 90.405
2009-02-12 82.7876141025497 17435 6.83875 1.2895 90.815
2009-02-16 83.2440564756432 17435 6.8299 1.2797 91.685
2009-02-17 83.8842549284887 17435 6.8405 1.2578 92.375
2009-02-18 84.1564889715561 17435 6.8425 1.2555 93.625
2009-02-19 84.1858000057576 17435 6.8395 1.2689 94.065
2009-02-22 84.0206033175448 17481 6.8367 1.2814 93.54
2009-02-23 85.7067961821208 17155 6.8405 1.2712 94.385
2009-02-24 84.6065662261583 17430 6.8415 1.287 96.755
2009-02-25 84.8742267288288 17435 6.8415 1.2721 97.425
2009-02-26 85.143657941585 17435 6.8408 1.2735 98.515
2009-03-01 85.1428103505273 17480 6.8395 1.2631 97.74
2009-03-02 85.6616111491756 17430 6.8485 1.2557 97.085
2009-03-03 85.6789281010281 17430 6.844 1.2544 98.215
2009-03-04 85.337294331537 17475 6.8482 1.2649 99.155
2009-03-05 85.4609514356184 17480 6.845 1.2542 98.045
2009-03-08 85.079866281155 17481 6.8395 1.268 98.17
2009-03-09 85.570068694547 17435 6.8445 1.2592 98.945
2009-03-10 85.0217074741623 17430 6.838 1.2706 98.695
2009-03-11 84.5268287633816 17440 6.8445 1.2824 97.425
2009-03-12 84.5997854124739 17440 6.8433 1.2889 97.685
2009-03-15 84.5218242610795 17483 6.838 1.2843 97.95
2009-03-16 84.3788143539518 17435 6.843 1.2973 98.255
2009-03-17 85.6881197093526 17125 6.8419 1.3037 98.715
2009-03-18 84.719171387138 17115 6.8175 1.3493 96.175
2009-03-19 82.4181851260877 17485 6.829 1.3655 94.525
2009-03-22 82.6507779197305 17487 6.8277 1.3653 95.72
2009-03-23 82.9548022200552 17440 6.8385 1.3622 96.945
2009-03-24 85.0092802063818 17080 6.832 1.3493 98.125
2009-03-25 84.7342674136634 17077.5 6.8354 1.358 97.525
2009-03-26 81.5221457144921 17755 6.837 1.3533 98.825
2009-03-29 81.6777945199402 17789 6.831 1.3231 98.08
2009-03-30 82.3799508856445 17705 6.8405 1.3203 97.445
2009-03-31 82.2891004718987 17725 6.8375 1.3243 98.895
2009-04-01 82.0698569799892 17735 6.8389 1.3235 98.645
2009-04-02 81.5093459857026 17755 6.839 1.3466 99.615
2009-04-06 81.7145600374678 17745 6.839 1.3401 101.075
2009-04-07 82.1244534172687 17715 6.841 1.3268 100.545
2009-04-08 81.9571857079838 17785 6.84 1.3268 99.745
2009-04-09 85.0466709365552 17125 6.839 1.31585 100.455
2009-04-13 81.9855676956702 17735 6.8401 1.3369 100.075
2009-04-14 81.8886760035374 17695 6.83305 1.3264 98.825
2009-04-15 81.7261791726712 17775 6.837 1.3213 99.375
2009-04-16 82.1076500367141 17695 6.8366 1.318 99.385
2009-04-20 81.7776751829834 17805 6.8381 1.2925 98.005
2009-04-21 81.9532955298738 17790 6.83255 1.2948 98.665
2009-04-22 82.1772811247536 17705 6.8346 1.3003 97.985
2009-04-23 81.6334980011408 17780 6.8315 1.3135 98.015
2009-04-27 81.5366566638255 17775 6.832 1.3018 96.735
2009-04-28 81.4930734849453 17765 6.8315 1.3138 96.415
2009-04-29 81.222273889214 17785 6.829 1.3253 97.665
2009-04-30 80.9042675371903 17785 6.823 1.3224 98.555
2009-05-04 80.7014975186301 17785 6.827 1.3417 98.935
2009-05-05 80.7906819369455 17785 6.8235 1.3312 98.925
2009-05-06 80.7531229330271 17785 6.8226 1.3312 98.445
2009-05-07 80.7908412662749 17765 6.825 1.3388 99.285
2009-05-11 80.0274854121071 17790 6.828 1.3578 97.385
2009-05-12 82.8545356737603 17135 6.826 1.3646 96.345
2009-05-13 79.8545146961955 17765 6.82405 1.3591 95.285
2009-05-14 83.0077678582078 17130 6.8295 1.3635 95.965
2009-05-18 80.0165730378402 17785 6.82405 1.3556 96.255
2009-05-19 79.832094628613 17785 6.8295 1.3628 95.985
2009-05-20 79.495244248566 17785 6.8298 1.3765 94.845
2009-05-21 79.2717985074051 17785 6.8295 1.3904 94.365
2009-05-25 79.2257984591594 17785 6.8285 1.4015 94.835
2009-05-26 79.423245990117 17785 6.8375 1.399 94.935
2009-05-27 79.7035057100666 17765 6.8325 1.3836 95.315
2009-05-28 79.6999157481253 17785 6.8325 1.3933 96.975
2009-06-01 79.1619445567696 17775 6.8315 1.4152 96.575
2009-06-02 79.0027333720672 17765 6.83005 1.4308 95.635
2009-06-03 79.3175758917626 17765 6.834 1.4146 95.925
2009-06-04 79.4275414564744 17770 6.83605 1.4177 96.705
2009-06-08 79.9455967479097 17790 6.842 1.3901 98.455
2009-06-09 79.6388527481013 17795 6.84 1.4076 97.405
2009-06-10 79.8394503790245 17785 6.838 1.3967 98.255
2009-06-11 79.5813934935415 17790 6.8405 1.4097 97.735
2009-06-15 79.9439224250697 17800 6.841 1.3787 97.835
2009-06-16 79.738693550821 17795 6.8385 1.3835 96.395
2009-06-17 79.7568368405303 17765 6.8415 1.3943 95.675
2009-06-18 79.7429285309782 17790 6.8395 1.3906 96.575
2009-06-22 79.6471512056447 17805 6.83565 1.3857 95.945
2009-06-23 79.5962322281417 17765 6.8395 1.4075 95.235
2009-06-24 79.7861792387839 17765 6.83305 1.393 95.735
2009-06-25 79.574724875174 17801 6.83305 1.3996 95.995
2009-06-29 79.539439370501 17802 6.83405 1.4073 96.085
2009-06-30 79.6851248737763 17773 6.83055 1.4036 96.315
2009-07-01 79.4402604093941 17801 6.838 1.4154 96.565
2009-07-02 79.5891888922328 17800 6.836 1.3951 95.905
2009-07-06 79.468036284156 17805 6.839 1.3974 95.315
2009-07-07 79.4586892787495 17805 6.8375 1.392 94.755
2009-07-08 79.2764879626122 17805 6.837 1.3876 92.715
2009-07-09 79.188821380679 17805 6.8365 1.4024 92.975
2009-07-13 79.6416510111844 17765 6.8375 1.3988 93.025
2009-07-14 79.7096174323459 17765 6.8375 1.3973 93.625
2009-07-15 79.3351839054966 17805 6.8375 1.4102 94.245
2009-07-16 79.104558987343 17805 6.8365 1.4141 93.775
2009-07-20 78.8520435626687 17807 6.83105 1.4228 94.215
2009-07-21 78.7672907204831 17805 6.83045 1.4214 93.645
2009-07-22 78.805805824285 17808 6.83065 1.4207 93.595
2009-07-23 79.0633243872573 17810 6.8355 1.4152 95.025
2009-07-27 82.2243329145719 17102.5 6.83115 1.4243 95.195
2009-07-28 78.8538712292445 17816 6.835 1.4173 94.505
2009-07-29 79.1190661254265 17820 6.835 1.4034 95.065
2009-07-30 79.0737364082756 17816 6.837 1.4068 95.565
2009-08-03 78.6095862669557 17811 6.8355 1.4421 95.265
2009-08-04 78.6809002624773 17813 6.83015 1.4399 95.225
2009-08-05 78.6070659591636 17813 6.8355 1.4415 94.915
2009-08-06 78.8001528779619 17805 6.836 1.4355 95.415
2009-08-10 79.1879941934598 17815 6.83455 1.4146 97.075
2009-08-11 82.3664195894206 17102.5 6.83505 1.4149 95.955
2009-08-12 79.1619958534515 17811 6.83405 1.4203 96.125
2009-08-13 78.9489559902626 17818 6.8395 1.428 95.375
2009-08-17 79.0547353240947 17813 6.83655 1.4074 94.485
2009-08-18 78.9982624930854 17814 6.83405 1.4133 94.725
2009-08-19 78.7601257615131 17850 6.83415 1.4236 94.065
2009-08-20 78.6763238237666 17850 6.839 1.4247 94.205
2009-08-24 78.5093553944388 17885 6.83155 1.4299 94.505
2009-08-25 78.7714206603836 17820 6.83155 1.4299 94.205
2009-08-26 78.536492410214 17880 6.83105 1.4243 94.245
2009-08-27 78.2777219138116 17905 6.83175 1.4348 93.465
2009-08-31 78.5848303261857 17820 6.8345 1.4333 92.985
2009-09-01 78.1927749399068 17925 6.83055 1.4219 92.945
2009-09-02 78.1461068937258 17910 6.83105 1.4261 92.245
2009-09-03 78.1286433249988 17910 6.83045 1.4259 92.615
2009-09-07 78.4737813281495 17820 6.82905 1.4339 93.025
2009-09-08 77.7273841573781 17925 6.82755 1.4495 92.305
2009-09-09 77.6450333746344 17900 6.82885 1.4566 91.975
2009-09-10 77.4859213240243 17925 6.8335 1.4579 91.765
2009-09-14 77.6926355892904 17835 6.833 1.4629 90.875
2009-09-15 77.6312710576369 17835 6.8335 1.4663 91.015
2009-09-16 77.4183285369739 17835 6.8295 1.4709 90.905
2009-09-17 77.4639096229477 17825 6.831 1.4745 91.065
2009-09-21 77.6689508907344 17830 6.8335 1.4676 92.055
2009-09-22 77.2890305329408 17840 6.8315 1.479 91.165
2009-09-23 77.3048991707206 17912.5 6.82605 1.4691 91.495
2009-09-24 77.3839180789996 17912.5 6.831 1.4661 91.255
2009-09-28 76.9994415666194 17880 6.8265 1.4614 89.695
2009-09-29 77.0793172426302 17880 6.82795 1.4583 90.155
2009-09-30 76.7292120657893 17900 6.82635 1.4638 89.715
2009-10-01 76.8537607100969 17895 6.831 1.4543 89.575
2009-10-04 77.0199931550068 17839 6.826 1.4589 89.62
2009-10-05 76.9327815887315 17845 6.831 1.465 89.555
2009-10-06 76.6607037676618 17840 6.831 1.4723 88.765
2009-10-07 76.6287467626861 17845 6.831 1.4688 88.605
2009-10-08 76.4381714712785 17850 6.831 1.4793 88.385
2009-10-11 76.7226067593322 17844 6.8254 1.4736 89.82
2009-10-12 76.7393442570388 17840 6.82355 1.4777 89.805
2009-10-13 76.6227714841911 17855 6.83 1.4853 89.685
2009-10-14 76.4878391638322 17865 6.83 1.4934 89.325
2009-10-15 76.4528813564743 17895 6.831 1.4938 90.565
2009-10-18 76.5860009123474 17900 6.8266 1.49 91.12
2009-10-19 76.7121364403968 17850 6.8315 1.4966 90.665
2009-10-20 76.5257635010849 17905 6.82655 1.4938 90.635
2009-10-21 76.5707123431568 17905 6.82755 1.5008 91.005
2009-10-22 76.6205030310569 17905 6.82905 1.5028 91.305
2009-10-25 76.7609465702904 17915 6.828 1.5001 92.1
2009-10-26 77.3071370646107 17820 6.8325 1.4865 92.245
2009-10-27 77.2097282276852 17830 6.834 1.4808 91.765
2009-10-28 77.2120110750311 17840 6.832 1.4716 90.735
2009-10-29 76.7849011359972 17940 6.8315 1.4841 91.525
2009-11-01 76.5612649955045 17940 6.8264 1.4686 89.25
2009-11-02 76.4087270813158 17985 6.8275 1.4773 90.395
2009-11-03 76.8833464095176 17890 6.82805 1.4717 90.335
2009-11-04 76.7671213388175 17891 6.82705 1.4877 90.855
2009-11-05 76.7243591279404 17885 6.8276 1.4874 90.745
2009-11-08 76.588049740614 17870 6.8266 1.4879 89.87
2009-11-09 76.5396758329544 17870 6.831 1.4997 89.965
2009-11-10 76.2808403886715 17902.5 6.8305 1.4985 89.795
2009-11-11 76.2724373451455 17905 6.8305 1.4986 89.875
2009-11-12 76.4301240525105 17905 6.8305 1.4846 90.385
2009-11-15 76.3448117841631 17869 6.826 1.4919 89.6
2009-11-16 76.2371599342698 17870 6.831 1.4969 89.135
2009-11-17 76.3278264252716 17865 6.831 1.4862 89.345
2009-11-18 76.2098575928723 17875 6.8315 1.4961 89.305
2009-11-19 76.2889335219542 17875 6.833 1.4917 88.925
2009-11-22 76.1509323993501 17920 6.8277 1.4848 88.84
2009-11-23 75.6780142356887 18000 6.8348 1.4962 89.055
2009-11-24 75.7817111788266 17965 6.834 1.4964 88.515
2009-11-25 76.5942620993753 17690 6.832 1.5137 87.335
2009-11-26 76.5852380484565 17690 6.8275 1.5008 86.405
2009-11-29 73.82105019149 18391 6.8255 1.5012 86.63
2009-11-30 74.1658142749283 18280 6.832 1.5009 86.335
2009-12-01 75.5735388584831 17925 6.832 1.5076 86.745
2009-12-02 73.8268983143689 18381 6.831 1.5048 87.615
2009-12-03 74.2983766790548 18285 6.8315 1.5054 88.405
2009-12-06 74.3104508291547 18380 6.8261 1.4867 90.22
2009-12-07 74.7401359942839 18270 6.8335 1.4829 89.355
2009-12-08 74.6166538387697 18290 6.8325 1.4704 88.345
2009-12-09 74.647224111809 18270 6.8325 1.474 87.985
2009-12-10 74.6967111375893 18270 6.831 1.4733 88.315
2009-12-13 74.4300525408827 18376 6.8269 1.4604 89.27
2009-12-14 74.7867446632756 18270 6.833 1.4652 88.705
2009-12-15 75.0201137182141 18270 6.8325 1.4537 89.695
2009-12-16 75.1514807156795 18255 6.8325 1.4531 89.805
2009-12-17 74.3688743784112 18492.5 6.8335 1.435 89.895
2009-12-20 74.6003446481106 18476 6.828 1.4317 90.62
2009-12-21 74.8261847333011 18475 6.833 1.4274 91.175
2009-12-22 74.888053034805 18475 6.8335 1.4254 91.825
2009-12-23 74.8155879661393 18475 6.833 1.4329 91.585
2009-12-24 74.7485194796179 18475 6.8295 1.4379 91.56
2009-12-27 74.7282305847004 18472 6.8269 1.4376 91.59
2009-12-28 74.7322565874988 18470 6.8345 1.4373 91.665
2009-12-29 74.7725493383019 18470 6.8335 1.4352 92.005
2009-12-30 74.8118451671527 18470 6.829 1.4337 92.445
2009-12-31 74.8418633612192 18470 6.8305 1.4325 93.045
2010-01-03 74.8138364803633 18474 6.8259 1.4322 93.07
2010-01-04 74.5220143214011 18470 6.832 1.4413 92.415
2010-01-05 74.4271783220186 18470 6.8305 1.4362 91.735
2010-01-06 74.408792838499 18470 6.832 1.4401 92.355
2010-01-07 74.6453090863077 18475 6.82755 1.4305 93.595
2010-01-10 74.3480969503486 18474 6.8274 1.4412 92.59
2010-01-11 74.1620225687628 18470 6.831 1.4514 92.055
2010-01-12 74.1075735626309 18470 6.8315 1.4492 91.135
2010-01-13 74.1394391419101 18470 6.832 1.4501 91.385
2010-01-14 74.0454615459436 18475 6.8315 1.4499 91.255
2010-01-17 74.1032878380744 18469 6.8269 1.4363 90.87
2010-01-18 74.0903995750953 18470 6.831 1.4388 90.665
2010-01-19 74.2498797526419 18470 6.832 1.4287 91.135
2010-01-20 74.4524282649375 18480 6.8305 1.4107 91.265
2010-01-21 74.4496553816763 18470 6.8315 1.4085 90.425
2010-01-24 74.4240378639879 18474 6.827 1.415 90.05
2010-01-25 74.4418143441083 18470 6.8315 1.4148 90.255
2010-01-26 74.5336507042489 18470 6.831 1.4079 89.625
2010-01-27 74.6101663165019 18475 6.8315 1.4035 89.985
2010-01-28 74.6951496029346 18462.5 6.8315 1.3962 89.885
2010-01-31 74.7480199834112 18474 6.8268 1.3865 90.19
2010-02-01 74.8989745962611 18460 6.831 1.3933 90.705
2010-02-02 74.7532647167274 18460 6.831 1.3967 90.375
2010-02-03 74.8191461283732 18455 6.831 1.3892 90.965
2010-02-04 74.6952414747459 18475 6.8315 1.3728 89.125
2010-02-07 74.9033046369372 18474 6.8275 1.3641 89.24
2010-02-08 74.9583911048371 18470 6.8315 1.3657 89.275
2010-02-09 74.7991709284165 18470 6.8315 1.3794 89.815
2010-02-10 74.9446684221813 18455 6.833 1.3735 89.965
2010-02-11 74.9550723111445 18455 6.8375 1.369 89.725
2010-02-14 73.2036919539903 18900 6.8326 1.3617 90.07
2010-02-15 73.9699569528141 18705 6.8375 1.3599 90.035
2010-02-16 73.8424757910662 18705 6.8375 1.3759 90.205
2010-02-17 74.6417600092713 18555 6.8375 1.36 91.175
2010-02-18 74.9038580277877 18555 6.838 1.3494 92.015
2010-02-21 73.576282826803 18850 6.829 1.3617 91.65
2010-02-22 73.8760650294675 18755 6.831 1.3602 91.205
2010-02-23 74.3443303665071 18635 6.8315 1.3513 90.205
2010-02-24 73.0451789738306 18955 6.8315 1.3539 90.185
2010-02-25 74.1455456257933 18655 6.8315 1.354 89.155
2010-02-28 72.4700753148834 19050 6.8258 1.3628 88.98
2010-03-01 72.7121385480618 19000 6.8305 1.3569 89.175
2010-03-02 72.1380301823078 19100 6.82655 1.3608 88.765
2010-03-03 71.9141053746076 19125 6.82305 1.3695 88.505
2010-03-04 72.1090500458091 19110 6.8305 1.358 89.115
2010-03-07 72.9942486213249 18890 6.826 1.3635 90.4
2010-03-08 72.1328269587007 19110 6.8261 1.3628 90.285
2010-03-09 72.1641046189281 19100 6.831 1.3602 89.905
2010-03-10 72.1456717779557 19105 6.8305 1.3656 90.515
2010-03-11 71.9334566796084 19150 6.82655 1.3677 90.605
2010-03-14 72.8032968256232 18895 6.8254 1.3762 90.63
2010-03-15 73.7368446423584 18685 6.82605 1.3674 90.425
2010-03-16 73.6145953165478 18685 6.82655 1.3764 90.325
2010-03-17 73.6862101436719 18660 6.8305 1.3737 90.385
2010-03-18 73.7144146850412 18690 6.831 1.3608 90.485
2010-03-21 72.997988558008 18890 6.8265 1.3518 90.5
2010-03-22 72.0628849625007 19125 6.8266 1.3559 90.145
2010-03-23 72.2805174484003 19100 6.8315 1.3492 90.395
2010-03-24 72.6447490359049 19090 6.82705 1.3329 92.125
2010-03-25 72.8038204214106 19090 6.82705 1.3272 92.715
2010-03-29 72.6125519250513 19075 6.831 1.3476 92.555
2010-03-30 72.8933792298225 19005 6.82555 1.3419 92.785
2010-03-31 72.6429152405606 19080 6.8305 1.3507 93.455
2010-04-01 72.5155205325347 19105 6.8305 1.3585 93.875
2010-04-05 72.5969263405996 19105 6.8256 1.3483 94.325
2010-04-06 72.5890827108032 19100 6.8305 1.3394 93.755
2010-04-07 72.5098853747346 19110 6.83 1.3339 93.265
2010-04-08 72.5161722054422 19105 6.82455 1.3358 93.395
2010-04-12 72.4724322272499 19050 6.82505 1.3587 93.215
2010-04-13 72.7738102517943 18985 6.83 1.3616 93.185
2010-04-14 72.5816200173854 18985 6.83 1.3651 93.275
2010-04-15 72.4362940015474 19022.5 6.8305 1.358 93.075
2010-04-19 72.5288623687241 19000 6.82605 1.3491 92.415
2010-04-20 72.7031483213389 19000 6.83 1.3442 93.225
2010-04-21 72.8149460044262 18955 6.82605 1.3388 93.135
2010-04-22 72.9611213102668 18955 6.831 1.3287 93.455
2010-04-26 72.8731629216353 18955 6.8315 1.3393 94.005
2010-04-27 73.2898764103024 18885 6.8305 1.3161 93.115
2010-04-28 73.208114664588 18945 6.8295 1.3205 94.155
2010-04-29 73.0471513723829 18962.5 6.8305 1.3244 94.105
2010-05-03 73.5218048075918 18880 6.8295 1.319 94.585
2010-05-04 73.4629540402222 18945 6.83205 1.2973 94.675
2010-05-05 73.5247615848601 18955 6.831 1.2819 93.965
2010-05-06 73.4768898901269 18960 6.8315 1.26315 90.865
2010-05-10 73.4484776252486 19005 6.83 1.2787 93.355
2010-05-11 73.5328441275256 18975 6.8335 1.2634 92.665
2010-05-12 73.3731492188247 19045 6.832 1.2632 93.275
2010-05-13 73.4118835758793 19020 6.82755 1.2523 92.685
2010-05-17 73.6320298758713 19037.5 6.832 1.24 92.565
2010-05-18 73.7879462226999 19025 6.832 1.2174 92.055
2010-05-19 73.6786190026132 19020 6.8315 1.2423 91.795
2010-05-20 73.4769967222342 19017.5 6.8325 1.2469 89.265
2010-05-24 74.1475637214552 18975 6.8335 1.2346 90.265
2010-05-25 74.2672221305865 18975 6.836 1.2372 90.305
2010-05-26 74.5702827860629 18975 6.834 1.2161 89.975
2010-05-27 74.4494702307077 18975 6.834 1.2357 90.955
2010-05-31 74.646038472654 18855 6.82855 1.231 91.175
2010-06-01 74.2126241461644 18995 6.83005 1.2211 90.985
2010-06-02 74.4498310893715 18987.5 6.8325 1.225 92.225
2010-06-03 74.4818829291556 18990 6.8345 1.2162 92.575
2010-06-07 74.5082280170461 19052.5 6.8335 1.1917 91.465
2010-06-08 74.5296069628043 19050 6.83005 1.1965 91.535
2010-06-09 74.5531812078587 19040 6.834 1.1985 91.315
2010-06-10 74.5039991632361 19025 6.83005 1.2109 91.395
2010-06-14 74.1874933302976 19040 6.83005 1.2213 91.625
2010-06-15 74.0836712547568 19030 6.837 1.2324 91.515
2010-06-16 74.3473529829934 18965 6.837 1.23 91.395
2010-06-17 74.1064441515856 18990 6.837 1.2381 90.915
2010-06-21 74.0245543898499 18955 6.8015 1.2324 91.025
2010-06-22 73.9955820789013 18945 6.8175 1.2269 90.505
2010-06-23 73.9073053267632 18945 6.81105 1.2312 89.945
2010-06-24 73.7360412192126 18980 6.80005 1.2329 89.615
