"date","usdvnd","eurusd","usdcny","usdjpy","usdkrw","usdsgd","usdtwd","usdthb","xdrusd"
2015-04-01,21565,1.07702,6.19605,119.585,1100.045,1.363045,31.284,32.473,1.38131087
2015-04-02,21590,1.08701,6.20575,119.698,1092.345,1.35725,31.045,32.497,1.38590535
2015-04-03,21590,1.0895,6.1455,120.14,1085.95,1.35045,30.935,32.41,1.38590535
2015-04-06,21595,1.0933,6.1693,119.4835,1085.945,1.35655,30.954,32.3055,1.38879245
2015-04-07,21605,1.0823,6.19665,120.2875,1094.295,1.360125,31.05,32.575,1.38303023
2015-04-08,21605,1.0784,6.2047,120.104,1092.155,1.35635,31.099,32.551,1.3820745
2015-04-09,21605,1.06673,6.20415,120.557,1095.195,1.359115,31.218,32.5635,1.37466494
2015-04-10,21605,1.0586,6.2066,120.175,1093.845,1.36815,31.242,32.566,1.37174214
2015-04-13,21605,1.0571,6.21505,120.055,1101.995,1.372255,31.331,32.562,1.37089589
2015-04-14,21600,1.06465,6.2093,119.453,1092.095,1.360415,31.233,32.466,1.37589433
2015-04-15,21610,1.06785,6.2044,119.1485,1095.095,1.356655,31.265,32.451,1.37769512
2015-04-16,21603.5,1.07581,6.1977,119.048,1084.895,1.35118,31.078,32.4,1.38264778
2015-04-17,21590,1.08055,6.19585,118.915,1083.895,1.34605,31.049,32.3455,1.38484977
2015-04-20,21582.5,1.07506,6.1967,119.2115,1082.495,1.348245,31.09,32.383,1.3811201
2015-04-21,21585,1.07387,6.1977,119.661,1082.895,1.35188,31.099,32.3725,1.38102472
2015-04-22,21586,1.07245,6.1927,119.935,1084.195,1.3477,31.099,32.399,1.3812155
2015-04-23,21590,1.08147,6.19745,119.585,1082.195,1.34235,31.038,32.443,1.3857133
2015-04-24,21595,1.0875,6.195,118.87,1076.3,1.333,30.722,32.5785,1.39033717
2015-04-27,21590,1.087575,6.2173,119.14,1069.645,1.32765,30.427,32.619,1.39072388
2015-04-28,21590,1.09673,6.20485,118.825,1064.795,1.3184,30.473,32.6255,1.39635552
2015-04-29,21590,1.11121,6.19845,118.985,1070.245,1.321445,30.445,32.872,1.40321337
2015-04-30,21590,1.12143,6.2042,119.4655,1078.145,1.3242,30.631,33.052,1.4059754
2015-05-01,21590,1.12005,6.2136,120.205,1079.845,1.3314,30.747,33.0965,1.40252457
2015-05-04,21630,1.11494,6.2086,120.107,1080.545,1.33205,30.771,33.268,1.40007001
2015-05-05,21645,1.1183,6.20275,119.9415,1081.345,1.33215,30.649,33.318,1.40222955
2015-05-06,21645,1.13395,6.19865,119.425,1080.495,1.32351,30.635,33.2925,1.41033779
2015-05-07,21680,1.1245,6.2089,119.705,1094.245,1.33259,30.798,33.5195,1.40745957
2015-05-08,21680,1.12225,6.20625,119.805,1088.295,1.3289,30.684,33.558,1.40676655
2015-05-11,21710,1.11455,6.2091,120.126,1098.245,1.337155,30.798,33.758,1.4052839
2015-05-12,21710,1.121955,6.20745,119.8445,1094.045,1.3344,30.744,33.7175,1.40934396
2015-05-13,21740,1.13485,6.20125,119.1815,1093.545,1.32595,30.67,33.5455,1.41653098
2015-05-14,21795,1.14015,6.202,119.206,1090.345,1.319885,30.512,33.4915,1.41894289
2015-05-15,21765,1.139,6.2049,119.275,1083.895,1.32065,30.425,33.483,1.42015196
2015-05-18,21792.5,1.132435,6.20165,119.916,1090.295,1.32786,30.495,33.4025,1.41332769
2015-05-19,21802.5,1.11446,6.2079,120.645,1095.845,1.3352,30.491,33.522,1.40400141
2015-05-20,21810,1.10985,6.20025,121.2105,1097.245,1.336515,30.472,33.6055,1.40163993
2015-05-21,21812.5,1.111035,6.19685,121.043,1093.445,1.335405,30.42,33.406,1.40360728
2015-05-22,21805,1.1013,6.1981,121.535,1097.345,1.33635,30.423,33.486,1.39733116
2015-05-25,21835,1.09701,6.20195,121.605,1097.245,1.3422,30.498,33.6015,1.39577082
2015-05-26,21825,1.0885,6.20135,122.99,1107.595,1.349005,30.694,33.7385,1.3897575
2015-05-27,21810,1.08976,6.20245,123.74,1109.445,1.351285,30.651,33.8045,1.38937132
2015-05-28,21810,1.0963,6.2052,123.83,1109.395,1.348425,30.641,33.7555,1.39188532
2015-05-29,21815,1.090875,6.20125,124.165,1113.095,1.34765,30.853,33.6895,1.39227289
2015-06-01,21817.5,1.09205,6.1998,124.868,1115.845,1.35637,30.911,33.6945,1.38802138
2015-06-02,21817.5,1.114935,6.2001,124.065,1108.695,1.348555,30.793,33.7365,1.3994822
2015-06-03,21817.5,1.126205,6.20045,124.32,1107.645,1.3439,30.803,33.674,1.40400147
2015-06-04,21817.5,1.120745,6.2052,124.39,1113.845,1.348155,30.904,33.7385,1.4014435
2015-06-05,21812.5,1.1113,6.20325,125.61,1124.845,1.35785,31.054,33.912,1.39596567
2015-06-08,21815,1.12795,6.2059,124.5705,1119.145,1.35385,31.104,33.777,1.40459303
2015-06-09,21805,1.129285,6.20275,124.3545,1121.245,1.35169,31.166,33.7315,1.40498771
2015-06-10,21802.5,1.13105,6.20605,122.89,1110.395,1.3436,30.874,33.6265,1.40954267
2015-06-11,21790,1.12465,6.20805,123.575,1112.245,1.34555,30.95,33.6895,1.40558016
2015-06-12,21800,1.126,6.2069,123.42,1113.195,1.34385,30.917,33.658,1.40736051
2015-06-15,21802.5,1.12755,6.2096,123.4195,1116.645,1.346505,30.913,33.7075,1.40815322
2015-06-16,21802.5,1.124185,6.20855,123.443,1118.945,1.34362,30.895,33.6915,1.40745957
2015-06-17,21802.5,1.136735,6.20965,123.543,1113.745,1.336555,30.877,33.6425,1.41342759
2015-06-18,21810,1.13725,6.2075,122.995,1105.345,1.3348,30.719,33.6285,1.41572876
2015-06-19,21805,1.13555,6.208,122.7,1102.795,1.3339,30.727,33.643,1.41492749
2015-06-22,21805,1.134625,6.20965,123.3965,1100.645,1.33593,30.758,33.671,1.41352747
2015-06-23,21807,1.1173,6.20665,123.867,1106.245,1.34057,30.887,33.7525,1.40479034
2015-06-24,21812.5,1.120525,6.20885,123.865,1109.945,1.3434,30.97,33.7835,1.4059754
2015-06-25,21837.5,1.12032,6.21185,123.59,1112.345,1.343205,30.961,33.7745,1.40656868
2015-06-26,21838.5,1.1168,6.21115,123.6475,1122.945,1.35,31.003,33.79,1.40498777
2015-06-29,21817.5,1.121945,6.20805,122.6685,1119.845,1.347125,30.899,33.7605,1.40775675
2015-06-30,21839.5,1.113425,6.2098,122.41,1120.945,1.347735,30.902,33.7895,1.40370578
2015-07-01,21805,1.1033,6.2009,123.317,1124.795,1.35326,30.945,33.838,1.3986014
2015-07-02,21805,1.10865,6.2042,123.06,1122.955,1.34885,30.8555,33.788,1.40065832
2015-07-03,21805,1.1114,6.20655,122.875,1122.145,1.34575,30.89,33.744,1.40114906
2015-07-06,21810,1.1048,6.20915,122.64,1126.145,1.35013,30.922,33.8575,1.3994822
2015-07-07,21810,1.10076,6.21105,122.516,1135.195,1.35452,31.043,33.9695,1.39586823
2015-07-08,21814,1.107,6.21095,120.885,1136.145,1.35125,31.047,33.976,1.3993843
2015-07-09,21814,1.10605,6.20805,121.705,1132.945,1.349945,31.086,33.9455,1.39830806
2015-07-10,21810,1.11565,6.2124,122.76,1131.845,1.351,31.018,33.9375,1.40281973
2015-07-13,21814,1.09855,6.20785,123.585,1136.145,1.3583,31.051,34.05,1.3953813
2015-07-14,21810,1.10085,6.2093,123.335,1143.345,1.360795,31.036,34.0525,1.39752639
2015-07-15,21814,1.0936,6.21045,123.9185,1146.895,1.366195,31.146,34.213,1.39479742
2015-07-16,21814.5,1.08845,6.2077,124.159,1147.095,1.366345,31.091,34.1795,1.39091732
2015-07-17,21818,1.083,6.20985,124.06,1150.395,1.3694,31.108,34.2375,1.38879245
2015-07-20,21823.5,1.0834,6.20925,124.304,1156.595,1.371355,31.223,34.457,1.38821407
2015-07-21,21818.5,1.093585,6.20975,123.8665,1148.945,1.3639,31.201,34.418,1.39295169
2015-07-22,21822,1.092425,6.20945,124.08,1157.795,1.3655,31.252,34.721,1.39324278
2015-07-23,21822,1.098615,6.21,123.8875,1162.545,1.369045,31.279,34.7915,1.3946029
2015-07-24,21825,1.0974,6.2072,123.805,1171.395,1.3718,31.497,34.92,1.39440843
2015-07-27,21831,1.109,6.2084,123.28,1166.745,1.368935,31.554,34.856,1.39987402
2015-07-28,21820.5,1.1066,6.20845,123.565,1160.535,1.3635,31.516,34.841,1.3990906
2015-07-29,21819.5,1.098125,6.21205,123.9445,1161.945,1.369805,31.492,34.986,1.39577082
2015-07-30,21818,1.09412,6.20875,124.078,1172.895,1.37482,31.594,35.13,1.39295169
2015-07-31,21818,1.101025,6.2095,123.92,1166.845,1.3721,31.68,34.9885,1.39577099
2015-08-03,21818,1.09525,6.21065,123.934,1171.095,1.37785,31.701,35.0635,1.39401967
2015-08-04,21823,1.088495,6.21045,124.285,1169.295,1.382195,31.707,35.0995,1.39072388
2015-08-05,21826.5,1.090355,6.20965,124.77,1173.845,1.383395,31.684,35.1635,1.39130436
2015-08-06,21815,1.09237,6.2111,124.755,1163.745,1.383915,31.635,35.107,1.39130436
2015-08-07,21815,1.09685,6.20705,124.21,1164.645,1.38455,31.674,35.1375,1.39324278
2015-08-10,21822.5,1.10155,6.2086,124.625,1158.895,1.38247,31.613,35.1025,1.39616057
2015-08-11,21827.5,1.10395,6.3278,125.1,1179.045,1.40182,32.155,35.3655,1.39694071
2015-08-12,22030,1.1158,6.38615,124.29,1175.145,1.39965,32.186,35.248,1.40262291
2015-08-13,22092,1.11575,6.3976,124.365,1178.4,1.397575,32.133,35.178,1.4024262
2015-08-14,22103,1.11105,6.39045,124.21,1179.145,1.4067,32.2,35.2535,1.40095268
2015-08-17,22094,1.10754,6.39365,124.46,1183.445,1.407395,32.428,35.5465,1.39869922
2015-08-18,22095,1.102995,6.3934,124.384,1186.995,1.40442,32.468,35.58,1.39752639
2015-08-19,22400,1.11175,6.3961,123.909,1183.145,1.4019,32.576,35.5535,1.40183642
2015-08-20,22396,1.12365,6.39025,123.44,1184.245,1.4033,32.608,35.585,1.40736051
2015-08-21,22497.5,1.1388,6.3855,122.26,1196.295,1.4025,32.656,35.689,1.41502762
2015-08-24,22544.5,1.15785,6.4056,118.905,1191.895,1.410495,32.932,35.701,1.42765366
2015-08-25,22546.5,1.155445,6.40945,118.565,1191.445,1.40435,32.624,35.5215,1.42369023
2015-08-26,22544.5,1.13388,6.4098,120.045,1183.445,1.40465,32.48,35.6325,1.41193082
2015-08-27,22475,1.1247,6.40745,121.022,1173.895,1.399985,32.3,35.6325,1.40656868
2015-08-28,22462.5,1.118,6.3899,121.73,1180.295,1.40885,32.356,35.858,1.40331185
2015-08-31,22481.5,1.122435,6.376,121.1065,1182.995,1.410465,32.476,35.8345,1.40479034
2015-09-01,22444,1.12955,6.36475,119.7135,1179.295,1.413295,32.5995,35.7485,1.40894682
2015-09-02,22487.5,1.1214,6.35595,120.575,1184.345,1.4157,32.484,35.7585,1.40498771
2015-09-03,22490,1.1126,6.35525,120.0825,1191.045,1.4162,32.518,35.8455,1.40046216
2015-09-04,22472.5,1.1147,6.35635,118.95,1201.945,1.424,32.694,35.9805,1.40173819
2015-09-07,22468,1.115915,6.36605,119.4175,1203.445,1.42725,32.746,36.136,1.40360728
2015-09-08,22482.5,1.12068,6.36865,120.09,1194.995,1.41704,32.522,36.0405,1.40577775
2015-09-09,22480,1.12191,6.3776,120.245,1192.145,1.42096,32.591,36.2135,1.40558016
2015-09-10,22472.5,1.12871,6.37945,120.698,1182.745,1.41295,32.346,36.0345,1.40904608
2015-09-11,22471,1.1335,6.3746,120.585,1182.695,1.41155,32.47,36.034,1.41123345
2015-09-14,22487.5,1.1308,6.36865,120.365,1182.595,1.4055,32.503,36.0425,1.41023836
2015-09-15,22507.5,1.127,6.37085,120.4275,1178.895,1.4029,32.515,35.956,1.4075586
2015-09-16,22490,1.12927,6.3716,120.54,1170.995,1.396875,32.453,35.8785,1.41013891
2015-09-17,22508.5,1.1401,6.36305,120.089,1166.695,1.39665,32.41,35.7855,1.41653092
2015-09-18,22475,1.13085,6.3675,119.58,1173.295,1.3997,32.395,35.6685,1.41123345
2015-09-21,22470,1.118925,6.3683,120.5,1178.445,1.41025,32.639,35.8205,1.40577775
2015-09-22,22477.5,1.11196,6.38105,120.08,1184.545,1.41779,32.915,36.0725,1.40203296
2015-09-23,22480.5,1.11879,6.3826,120.2055,1194.145,1.42652,33.001,36.1865,1.40311492
2015-09-24,22490,1.11805,6.3838,120.2595,1191.145,1.424705,33.13,36.264,1.4024262
2015-09-25,22490,1.11945,6.3746,120.6,1193.445,1.4275,33.104,36.166,1.40252457
2015-09-28,22477.5,1.122945,6.36985,119.835,1195.695,1.4309,33.153,36.4445,1.40439577
2015-09-29,22486.5,1.125325,6.36265,119.875,1196.245,1.42765,33.07,36.431,1.40538263
2015-09-30,22477.5,1.11695,6.3569,119.865,1185.845,1.42365,32.991,36.3585,1.40124712
2015-10-01,22475,1.11905,6.3535,119.81,1178.945,1.43085,32.808,36.49,1.40222955
2015-10-02,22477.5,1.121,6.35515,119.895,1172.945,1.4328,32.705,36.4205,1.40370581
2015-10-05,22477,1.119545,6.3543,120.4795,1161.345,1.42067,32.478,36.28,1.40203296
2015-10-06,22346,1.12665,6.3559,120.26,1161.315,1.42125,32.715,36.3005,1.40637087
2015-10-07,22412.5,1.12378,6.3565,119.925,1158.755,1.4119,32.447,35.893,1.40617311
2015-10-08,22216,1.128395,6.35565,119.932,1152.995,1.40354,32.39,35.8185,1.40874834
2015-10-09,22200,1.13585,6.34665,120.26,1147.995,1.3949,32.294,35.5405,1.41113386
2015-10-12,22355,1.1354,6.32325,120.04,1144.345,1.4011,32.328,35.393,1.41153223
2015-10-13,22410,1.13825,6.3423,119.735,1150.395,1.40096,32.515,35.613,1.4120305
2015-10-14,22395,1.147385,6.34855,118.8345,1137.495,1.37876,32.326,35.3005,1.41894289
2015-10-15,22340,1.136835,6.34525,119.06,1123.195,1.380345,31.957,35.1925,1.41472732
2015-10-16,22281,1.1349,6.35055,119.455,1131.645,1.3841,32.208,35.28,1.41272869
2015-10-19,22310,1.13288,6.3593,119.513,1132.445,1.3893,32.419,35.437,1.41213021
2015-10-20,22335,1.1352,6.3483,119.805,1131.495,1.391205,32.351,35.4185,1.41262893
2015-10-21,22302.5,1.13465,6.3461,119.85,1140.045,1.39328,32.467,35.612,1.4117315
2015-10-22,22285,1.108235,6.3573,120.877,1130.745,1.394585,32.459,35.5645,1.40085453
2015-10-23,22312.5,1.10175,6.34795,121.455,1136.145,1.3979,32.5,35.5415,1.39567344
2015-10-26,22340,1.10592,6.3493,120.9555,1130.645,1.3921,32.381,35.4815,1.39811256
2015-10-27,22332,1.10327,6.352,120.48,1136.345,1.39679,32.464,35.53,1.39733111
2015-10-28,22331,1.092245,6.3584,120.8775,1145.495,1.402585,32.565,35.66,1.39169161
2015-10-29,22335.5,1.099155,6.35705,121.0155,1141.745,1.40273,32.547,35.65,1.39479742
2015-10-30,22335.5,1.1009,6.3164,120.615,1141.1,1.401,32.432,35.627,1.39713588
2015-11-02,22340,1.10148,6.3396,120.792,1139.245,1.398445,32.473,35.59,1.39713588
2015-11-03,22317.5,1.09613,6.33535,121.083,1129.895,1.39622,32.458,35.5645,1.39479742
2015-11-04,22315,1.08642,6.33585,121.506,1135.195,1.403415,32.39,35.53,1.38995067
2015-11-05,22320,1.088385,6.34605,121.699,1138.795,1.40656,32.433,35.58,1.3885996
2015-11-06,22364,1.0742,6.3511,123.16,1152.995,1.42045,32.707,35.837,1.37969098
2015-11-09,22427.5,1.0759,6.36225,123.0445,1159.295,1.422405,32.796,35.9,1.3811201
2015-11-10,22405,1.074,6.357,123.0865,1158.795,1.42111,32.83,35.892,1.37959579
2015-11-11,22390,1.076365,6.34635,122.7525,1155.145,1.41884,32.691,35.84,1.38255222
2015-11-12,22402.5,1.08074,6.36825,122.585,1159.395,1.41808,32.737,35.85,1.38484977
2015-11-13,22417.5,1.0769,6.37235,122.61,1171.295,1.4241,32.841,35.9225,1.3835086
2015-11-16,22445,1.06873,6.37095,123.2775,1170.195,1.42239,32.824,35.98,1.37883489
2015-11-17,22477.5,1.064315,6.38505,123.446,1169.995,1.42442,32.822,35.99,1.3772208
2015-11-18,22465,1.067035,6.38485,123.52,1166.195,1.42045,32.789,35.96,1.37788495
2015-11-19,22472.5,1.072605,6.3826,122.908,1155.795,1.413275,32.511,35.7885,1.38197902
2015-11-20,22472.5,1.06485,6.38705,122.78,1158.495,1.41275,32.516,35.8625,1.3774105
2015-11-23,22487.5,1.0637,6.39005,122.955,1159.345,1.417605,32.635,35.8675,1.37608369
2015-11-24,22492.5,1.0643,6.38645,122.5125,1146.895,1.409495,32.479,35.7975,1.37655724
2015-11-25,22511.5,1.06235,6.37625,122.683,1145.395,1.404685,32.499,35.67,1.37579969
2015-11-26,22490,1.060435,6.38935,122.6315,1148.895,1.40798,32.535,35.75,1.37485393
2015-11-27,22485,1.05925,6.39205,122.805,1153.995,1.41355,32.696,35.8215,1.3736264
2015-11-30,22505,1.05698,6.3978,123.2145,1160.595,1.4107,32.68,35.84,1.3725894
2015-12-01,22490,1.062645,6.39955,122.9155,1155.645,1.406515,32.648,35.7785,1.37513754
2015-12-02,22497.5,1.06106,6.38865,123.239,1162.795,1.412015,32.838,35.7685,1.37277783
2015-12-03,22487.5,1.091705,6.39845,122.6565,1153.845,1.396085,32.663,35.82,1.38908185
2015-12-04,22480,1.08835,6.4025,123.115,1161.395,1.3978,32.737,35.9115,1.38638572
2015-12-07,22485,1.083365,6.39575,123.3,1176.395,1.40714,32.913,35.8575,1.38331722
2015-12-08,22470,1.08927,6.41925,122.925,1181.145,1.407995,32.936,35.96,1.38590535
2015-12-09,22480,1.1015,6.4275,121.685,1181.545,1.404465,32.915,35.98,1.39411686
2015-12-10,22480,1.094645,6.43995,121.7155,1179.445,1.40357,32.75,36.06,1.3905305
2015-12-11,22500,1.09925,6.45815,120.97,1180.445,1.4136,33.053,35.9865,1.39401967
2015-12-14,22546,1.099135,6.4366,121.104,1184.345,1.40876,32.891,36.115,1.39382536
2015-12-15,22538.5,1.09341,6.5023,121.682,1174.895,1.405765,32.731,35.96,1.38879245
2015-12-16,22532,1.087355,6.47345,122.475,1171.945,1.410745,32.735,35.95,1.38590535
2015-12-17,22525,1.08426,6.47925,122.4555,1185.345,1.418115,32.985,36.141,1.38245663
2015-12-18,22523.5,1.0867,6.48305,121.14,1182.345,1.4132,32.91,36.141,1.38484977
2015-12-21,22546,1.091125,6.4545,121.2095,1175.345,1.40761,32.903,35.9785,1.38657795
2015-12-22,22546.5,1.094865,6.473,121.032,1171.295,1.40417,32.84,36.0555,1.38782875
2015-12-23,22532,1.09083,6.47815,120.935,1174.195,1.40482,32.85,36.069,1.38648181
2015-12-24,22532,1.09668,6.476,120.183,1170.945,1.404485,32.8,35.9805,1.38956438
2015-12-25,22532,1.09755,6.4624,120.245,1164.945,1.40335,32.82,35.884,1.38956438
2015-12-28,22476,1.09747,6.48375,120.3445,1167.645,1.40726,32.755,36.0755,1.38985409
2015-12-29,22480,1.092525,6.487,120.5195,1171.845,1.41243,32.864,36.241,1.38686638
2015-12-30,22445,1.0934,6.49135,120.4595,1177.535,1.414975,33.004,36.022,1.38696258
2015-12-31,22485,1.086,6.49295,120.4,1175.99,1.4115,32.918,36.0315,1.38398727
2016-01-01,22485,1.08605,6.5119,120.63,1175.645,1.4111,32.918,35.9505,1.38398727
2016-01-04,22495,1.08238,6.53555,119.4615,1189.795,1.426555,33.097,36.16,1.38283898
2016-01-05,22485,1.075055,6.52045,119.1275,1190.795,1.42642,33.172,36.14,1.37940548
2016-01-06,22467.5,1.077665,6.5142,118.616,1200.295,1.436,33.38,36.25,1.38035752
2016-01-07,22497.5,1.09253,6.53145,117.536,1197.595,1.43339,33.306,36.27,1.38725117
2016-01-08,22465,1.09215,6.56595,117.24,1208.395,1.4428,33.446,36.361,1.38648181
2016-01-11,22453,1.08564,6.56925,117.666,1204.545,1.434975,33.333,36.264,1.38370004
2016-01-12,22429.5,1.084285,6.57255,117.8355,1210.295,1.437595,33.394,36.3415,1.38178806
2016-01-13,22406.5,1.08853,6.5764,117.426,1211.445,1.43838,33.42,36.3,1.38322153
2016-01-14,22437.5,1.08571,6.59295,118.2275,1208.495,1.43665,33.434,36.34,1.38188351
2016-01-15,22416.5,1.09125,6.56515,116.995,1214.895,1.4396,33.508,36.3305,1.38331722
2016-01-18,22400,1.08929,6.56085,117.398,1211.045,1.43876,33.547,36.31,1.38188351
2016-01-19,22420,1.09107,6.53055,117.5665,1207.045,1.437275,33.609,36.3,1.38169258
2016-01-20,22420.5,1.087475,6.5777,117.1695,1209.295,1.436715,33.683,36.29,1.3815017
2016-01-21,22400,1.085865,6.5808,117.9135,1203.995,1.43323,33.657,36.204,1.38045282
2016-01-22,22395,1.07985,6.57955,118.78,1197.775,1.42965,33.554,36.021,1.37693633
2016-01-25,22355,1.08524,6.5363,118.2505,1199.495,1.43178,33.572,35.98,1.37940548
2016-01-26,22333.5,1.08621,6.5291,118.401,1199.745,1.425805,33.54,35.83,1.3811201
2016-01-27,22295,1.09039,6.53765,118.484,1208.745,1.432725,33.653,35.86,1.3812155
2016-01-28,22240,1.09356,6.5378,118.9205,1207.495,1.42749,33.562,35.84,1.38398727
2016-01-29,22230,1.08305,6.57705,121.12,1208.695,1.4242,33.469,35.6845,1.37617836
2016-02-01,22271,1.08957,6.5408,120.8575,1202.545,1.42335,33.372,35.6,1.38064341
2016-02-02,22292.5,1.0923,6.5825,119.849,1213.095,1.430475,33.489,35.83,1.38312589
2016-02-03,22286.5,1.1087,6.5752,118.1685,1201.445,1.41661,33.29,35.7,1.39363111
2016-02-04,22288.5,1.119945,6.56445,116.8555,1192.545,1.39732,33.082,35.65,1.3991885
2016-02-05,22286,1.11595,6.576,116.83,1206.245,1.4086,33.318,35.593,1.39645304
2016-02-08,22286,1.11896,6.57525,115.6405,1203.695,1.406315,33.353,35.511,1.39869922
2016-02-09,22276,1.128825,6.4873,115.1885,1199.845,1.397645,33.223,35.42,1.40321337
2016-02-10,22286,1.128155,6.57415,113.2835,1189.195,1.39147,32.938,35.32,1.40508644
2016-02-11,22305,1.131605,6.57495,112.508,1200.545,1.389805,32.983,35.2645,1.40686553
2016-02-12,22317,1.12565,6.5326,113.22,1207.545,1.3979,33.04,35.617,1.40390288
2016-02-15,22370,1.11773,6.49505,114.3285,1214.345,1.39883,33.168,35.62,1.39811256
2016-02-16,22372.5,1.114315,6.52115,114.1285,1218.9,1.40545,33.233,35.66,1.39596567
2016-02-17,22388.5,1.112055,6.5272,114.293,1225.245,1.404775,33.255,35.61,1.3953813
2016-02-18,22355,1.11085,6.51745,113.2585,1229.145,1.403855,33.261,35.5705,1.39577082
2016-02-19,22348.5,1.11325,6.5212,112.575,1234.245,1.40525,33.295,35.7325,1.39830806
2016-02-22,22377,1.1025,6.5199,112.975,1223.945,1.399545,33.198,35.75,1.3905305
2016-02-23,22380,1.10236,6.5235,111.895,1232.145,1.408125,33.28,35.75,1.3897575
2016-02-24,22385,1.10142,6.4963,112.07,1232.845,1.404705,33.246,35.7,1.3885996
2016-02-25,22312.5,1.1024,6.5365,113.125,1235.345,1.401215,33.208,35.66,1.38831045
2016-02-26,22317.5,1.0932,6.5389,113.985,1243.43,1.4079,33.322,35.7655,1.38245663
2016-02-29,22300,1.08857,6.5508,112.4395,1238.595,1.405135,33.313,35.6435,1.38264778
2016-03-01,22302,1.087505,6.5435,113.918,1228.655,1.401145,33.081,35.591,1.3807387
2016-03-02,22315,1.0866,6.54835,113.478,1227.395,1.398785,33.038,35.55,1.38255222
2016-03-03,22302,1.09461,6.5002,113.6955,1211.835,1.389295,32.923,35.44,1.38686638
2016-03-04,22292.5,1.09995,6.52395,113.795,1198.295,1.3747,32.524,35.374,1.39004729
2016-03-07,22295,1.1016,6.51695,113.504,1199.995,1.379775,32.627,35.42,1.39091732
2016-03-08,22290,1.100045,6.5061,112.67,1209.945,1.38592,32.827,35.4,1.39072388
2016-03-09,22291.5,1.098575,6.51295,113.239,1210.245,1.38218,32.794,35.2775,1.3897575
2016-03-10,22279,1.117605,6.508,112.846,1205.995,1.380875,32.889,35.24,1.39840585
2016-03-11,22281.5,1.11565,6.4897,113.82,1188.545,1.37325,32.641,35.046,1.39742876
2016-03-14,22295.5,1.110025,6.4999,113.8355,1189.545,1.376385,32.69,35.062,1.39479742
2016-03-15,22287,1.11076,6.51165,113.117,1195.445,1.38151,32.842,35.1,1.39382536
2016-03-16,22295,1.12165,6.44585,112.792,1179.195,1.366335,32.479,34.93,1.39987402
2016-03-17,22272.5,1.1316,6.5036,111.345,1154.695,1.35145,32.33,34.77,1.40795496
2016-03-18,22292.5,1.1268,6.47075,111.5525,1164.195,1.35905,32.34,34.8885,1.40587659
2016-03-21,22287,1.12353,6.4852,112.149,1161.045,1.361685,32.391,34.92,1.40281968
2016-03-22,22300,1.12214,6.4907,112.251,1157.335,1.360795,32.358,34.94,1.40007001
2016-03-23,22362.5,1.11791,6.5078,112.422,1167.995,1.367375,32.584,35.2265,1.39733111
2016-03-24,22326,1.116455,6.51575,112.857,1167.945,1.370035,32.585,35.3225,1.39703831
2016-03-25,22326,1.1165,6.51485,113.075,1169.395,1.37225,32.52,35.3005,1.39703831
2016-03-28,22295,1.1201,6.5027,113.395,1165.545,1.3689,32.546,35.2525,1.39850361
2016-03-29,22309,1.12895,6.50585,112.709,1157.845,1.35421,32.395,35.3245,1.40439577
2016-03-30,22264.5,1.1334,6.46565,112.3875,1142.345,1.3514,32.14,35.2495,1.40656868
2016-03-31,22293,1.13805,6.4495,112.525,1142.895,1.34845,32.277,35.1225,1.40835153
2016-04-01,22294.5,1.13935,6.48215,111.62,1147.495,1.3507,32.305,35.17,1.40825239
2016-04-04,22296,1.1387,6.47815,111.262,1150.595,1.352995,32.403,35.267,1.40874834
2016-04-05,22296.5,1.13803,6.47905,110.39,1160.395,1.355375,32.442,35.303,1.40835153
2016-04-06,22300,1.14,6.48005,109.72,1155.4,1.34631,32.395,35.213,1.40914536
2016-04-07,22295,1.13685,6.4717,108.4675,1157.945,1.3532,32.398,35.2115,1.40874834
2016-04-08,22294.5,1.1402,6.4642,108.08,1152.295,1.3488,32.44,35.113,1.41083525
2016-04-11,22295,1.1412,6.46005,107.945,1142.645,1.344075,32.378,35.031,1.41272869
2016-04-12,22295,1.138335,6.4658,108.7025,1141.845,1.343755,32.362,35.013,1.41133301
2016-04-13,22310,1.12785,6.4764,109.43,1145.445,1.35045,32.347,35.0405,1.40558016
2016-04-14,22320,1.1268,6.4809,109.335,1153.345,1.3626,32.406,35.0695,1.40419856
2016-04-15,22304.5,1.1282,6.478,108.765,1146.995,1.3575,32.341,35.0425,1.40607427
2016-04-18,22304.5,1.1307,6.4754,109.1135,1143.645,1.35019,32.375,34.9795,1.40795496
2016-04-19,22296,1.135845,6.4573,109.24,1127.555,1.338745,32.163,34.8305,1.41093475
2016-04-20,22293.5,1.1304,6.4684,109.867,1132.245,1.343845,32.239,34.895,1.40736051
2016-04-21,22289,1.12904,6.4816,109.48,1140.045,1.34959,32.303,35.067,1.40696448
2016-04-22,22279.5,1.12235,6.49855,111.8,1150.095,1.3543,32.4045,35.08,1.4029181
2016-04-25,22292.5,1.12665,6.4938,111.115,1150.295,1.352175,32.362,35.0845,1.40617311
2016-04-26,22280,1.12964,6.4952,111.23,1147.145,1.35155,32.341,35.1435,1.40854991
2016-04-27,22269,1.132745,6.4926,111.5275,1148.245,1.3485,32.343,35.126,1.40914536
2016-04-28,22292.5,1.135735,6.475,108.087,1135.945,1.34454,32.253,35,1.41432714
